	name
TIGR01147	V-type ATPase, G subunit
TIGR02624	rhamnulose-1-phosphate aldolase
TIGR01770	proton-translocating NADH-quinone oxidoreductase, chain N
TIGR02353	non-ribosomal peptide synthetase terminal domain of unknown function
TIGR02293	putative toxin-antitoxin system antitoxin component, TIGR02293 family
TIGR00343	pyridoxal 5'-phosphate synthase, synthase subunit Pdx1
TIGR02863	small, acid-soluble spore protein, SspJ family
TIGR01359	UMP-CMP kinase family
TIGR02343	T-complex protein 1, epsilon subunit
TIGR01954	transcription termination factor NusA, C-terminal duplication
TIGR00843	benzoate transporter
TIGR01310	60S ribosomal protein L7
TIGR00535	S-adenosylmethionine decarboxylase proenzyme
TIGR02268	Myxococcus xanthus paralogous family TIGR02268
TIGR03394	indolepyruvate/phenylpyruvate decarboxylase
TIGR00596	DNA repair protein (rad1)
TIGR00635	Holliday junction DNA helicase RuvB
TIGR00486	dinuclear metal center protein, YbgI/SA1388 family
TIGR02953	pentapeptide MXKDX repeat protein
TIGR03288	CoB--CoM heterodisulfide reductase, subunit B
TIGR02476	cob(II)yrinic acid a,c-diamide reductase
TIGR03245	arginine/ornithine succinyltransferase, alpha subunit
TIGR00083	riboflavin biosynthesis protein RibF
TIGR03835	terminal organelle assembly protein TopJ
TIGR01810	choline dehydrogenase
TIGR03305	alternate F1F0 ATPase, F1 subunit beta
TIGR01635	phage virion morphogenesis protein
TIGR03861	alcohol ABC transporter, permease protein
TIGR03656	heme uptake protein IsdC
TIGR00681	K+-transporting ATPase, C subunit
TIGR01933	HflK protein
TIGR03611	pyrimidine utilization protein D
TIGR00178	isocitrate dehydrogenase, NADP-dependent
TIGR03440	conserved hypothetical protein TIGR03440
TIGR01060	phosphopyruvate hydratase
TIGR00471	phenylalanyl-tRNA synthetase, beta subunit
TIGR02738	type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB
TIGR03068	sortase B signal domain, NPQTN class
TIGR00390	ATP-dependent protease HslVU, ATPase subunit
TIGR02684	probable addiction module antidote protein
TIGR02591	CRISPR-associated protein, Csh1 family
TIGR01465	precorrin-4 C11-methyltransferase
TIGR01973	NADH dehydrogenase (quinone), G subunit
TIGR00298	2-phosphosulfolactate phosphatase
TIGR01616	nitrogenase-associated protein
TIGR00661	conserved hypothetical protein
TIGR02056	chlorophyll synthase ChlG
TIGR02031	magnesium chelatase ATPase subunit D
TIGR01934	ubiquinone/menaquinone biosynthesis methyltransferase
TIGR02661	methylamine dehydrogenase accessory protein MauD
TIGR02297	4-hydroxyphenylacetate catabolism regulatory protein HpaA
TIGR03019	FemAB-related protein, PEP-CTERM system-associated
TIGR03325	cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase
TIGR00980	mitochondrial import inner membrane translocase subunit tim17
TIGR01603	phage major tail protein, phi13 family
TIGR01717	AMP nucleosidase
TIGR00601	UV excision repair protein Rad23
TIGR02009	beta-phosphoglucomutase family hydrolase
TIGR01339	phycocyanin, beta subunit
TIGR01054	reverse gyrase
TIGR01965	VCBS repeat
TIGR00878	phosphoribosylformylglycinamidine cyclo-ligase
TIGR02424	pca operon transcription factor PcaQ
TIGR01331	3'(2'),5'-bisphosphate nucleotidase
TIGR02998	regulator of ribonuclease activity A
TIGR03876	CRISPR-associated protein, CsaX family
TIGR00235	uridine kinase
TIGR02903	ATP-dependent protease, Lon family
TIGR02955	TMAO reductase system periplasmic protein TorT
TIGR00312	cobalamin biosynthesis protein CbiD
TIGR02962	hydroxyisourate hydrolase
TIGR03542	LL-diaminopimelate aminotransferase
TIGR00408	prolyl-tRNA synthetase
TIGR02410	trimethyllysine dioxygenase
TIGR03160	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
TIGR02334	probable AcnD-accessory protein PrpF
TIGR00524	eIF-2B alpha/beta/delta-related uncharacterized proteins
TIGR01363	streptococcal histidine triad protein
TIGR03049	photosystem I reaction center subunit PsaK
TIGR02096	conserved hypothetical protein
TIGR01110	malonate decarboxylase, alpha subunit
TIGR00208	flagellar protein FliS
TIGR01504	glyoxylate carboligase
TIGR02313	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase
TIGR00035	aspartate racemase
TIGR02785	ATP-dependent nuclease subunit A
TIGR03556	deoxyribodipyrimidine photo-lyase, 8-HDF type
TIGR01250	proline-specific peptidases
TIGR00018	pantoate--beta-alanine ligase
TIGR03483	cell division protein FtsZ, alphaProteobacterial C-terminal extension
TIGR00556	phosphopantethiene--protein transferase domain
TIGR02530	flagellar operon protein
TIGR01008	ribosomal protein S3
TIGR03069	photosystem II S4 domain protein
TIGR02479	RNA polymerase sigma factor, FliA/WhiG family
TIGR00594	DNA polymerase III, alpha subunit
TIGR00319	desulfoferrodoxin FeS4 iron-binding domain
TIGR02940	Fe-only nitrogenase accessory protein AnfO
TIGR02615	stage V sporulation protein E
TIGR02801	protein TolR
TIGR01690	integrative conjugative element protein, RAQPRD family
TIGR00679	HPr(Ser) kinase/phosphatase
TIGR01291	ABC-2 type transporter, NodJ family
TIGR03286	putative methanogenesis marker protein 15
TIGR01446	DnaD and phage-associated domain
TIGR01233	6-phospho-beta-galactosidase
TIGR02360	4-hydroxybenzoate 3-monooxygenase
TIGR02043	Zn(II)-responsive transcriptional regulator
TIGR00803	UDP-galactose transporter
TIGR02425	4-carboxymuconolactone decarboxylase
TIGR01675	plant acid phosphatase
TIGR01531	glycogen debranching enzymye
TIGR00840	sodium/hydrogen exchanger 3
TIGR02984	RNA polymerase sigma-70 factor, Planctomycetaceae-specific subfamily 1
TIGR00285	DNA-binding protein Alba
TIGR01899	CRISPR-associated RAMP protein, Csm5 family
TIGR02492	flagellar hook-associated protein FlgK
TIGR00828	PTS system, mannose/fructose/sorbose family, IID component
TIGR00443	ATP phosphoribosyltransferase, regulatory subunit
TIGR00062	ribosomal protein L27
TIGR03074	membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family
TIGR00230	sugar fermentation stimulation protein
TIGR01521	fructose-bisphosphate aldolase, class II, Calvin cycle subtype
TIGR00567	DNA-3-methyladenine glycosylase
TIGR00753	undecaprenyl-diphosphatase UppP
TIGR02498	type III secretion system protein, SsaH family
TIGR03525	gliding motility-associated lipoprotein GldK
TIGR00177	molybdenum cofactor synthesis domain
TIGR02389	DNA-directed RNA polymerase, subunit A''
TIGR00393	sugar isomerase, KpsF/GutQ family
TIGR03373	type VI secretion-associated protein, BMA_A0400 family
TIGR03357	type VI secretion system lysozyme-related protein
TIGR02210	rod shape-determining protein RodA
TIGR01776	TonB-dependent lactoferrin and transferrin receptors
TIGR00668	bis(5\'-nucleosyl)-tetraphosphatase (symmetrical)
TIGR01669	phage uncharacterized protein, XkdX family
TIGR01773	GABA permease
TIGR00806	reduced folate carrier
TIGR02691	arsenate reductase (thioredoxin)
TIGR02865	stage II sporulation protein E
TIGR01104	V-type H(+)-translocating pyrophosphatase
TIGR02560	type III secretion protein HrpB4
TIGR01205	D-alanine--D-alanine ligase
TIGR01330	3'(2'),5'-bisphosphate nucleotidase
TIGR03032	conserved hypothetical protein TIGR03032
TIGR02182	glutaredoxin, GrxB family
TIGR02761	type IV conjugative transfer system protein TraE
TIGR00820	ZIP zinc/iron transport family
TIGR02016	chlorophyllide reductase iron protein subunit X
TIGR01975	beta-aspartyl peptidase
TIGR02191	ribonuclease III
TIGR00243	1-deoxy-D-xylulose 5-phosphate reductoisomerase
TIGR02299	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase
TIGR00114	6,7-dimethyl-8-ribityllumazine synthase
TIGR03047	photosystem II reaction center protein Psb28
TIGR02718	siderophore transporter, RhtX/FptX family
TIGR02259	benzoyl-CoA reductase, subunit A
TIGR02125	Ni/Fe-hydrogenase, b-type cytochrome subunit
TIGR02398	glucosylglycerol-phosphate synthase
TIGR01843	type I secretion membrane fusion protein, HlyD family
TIGR03061	YhgE/Pip N-terminal domain
TIGR02387	DNA-directed RNA polymerase, gamma subunit
TIGR00861	MIP family channel proteins
TIGR03219	salicylate 1-monooxygenase
TIGR00338	phosphoserine phosphatase SerB
TIGR02485	precorrin 3B synthase CobZ
TIGR00959	signal recognition particle protein
TIGR01599	Plasmodium yoelii subtelomeric family PYST-A
TIGR03737	PRTRC system protein B
TIGR03475	RepA leader peptide Tap
TIGR03646	YtoQ family protein
TIGR02071	penicillin-binding protein 1B
TIGR02943	RNA polymerase sigma-70 factor, TIGR02943 family
TIGR02851	stage V sporulation protein T
TIGR02588	conserved hypothetical protein TIGR02588
TIGR01915	NADPH-dependent F420 reductase
TIGR02411	leukotriene A-4 hydrolase/aminopeptidase
TIGR02556	CRISPR-associated protein, TM1802 family
TIGR03298	transcriptional regulator, ArgP family
TIGR03077	glycine cleavage protein H-like protein
TIGR01547	phage terminase, large subunit, PBSX family
TIGR02839	stage V sporulation protein AE
TIGR03152	formate-dependent cytochrome c nitrite reductase, c552 subunit
TIGR00751	1,4-dihydroxy-2-naphthoate octaprenyltransferase
TIGR02988	S4 domain protein YaaA
TIGR03010	sulfur relay protein TusC/DsrF
TIGR03574	L-seryl-tRNA(Sec) kinase
TIGR01422	phosphonoacetaldehyde hydrolase
TIGR02348	chaperonin GroL
TIGR00294	conserved hypothetical protein TIGR00294
TIGR02510	ribonucleoside-diphosphate reductase, alpha chain
TIGR00765	YihY family protein
TIGR01755	NAD(P)H:quinone oxidoreductase, type IV
TIGR00656	asparate kinase, monofunctional class
TIGR00880	Multidrug resistance protein
TIGR01729	taurine ABC transporter, periplasmic binding protein
TIGR00578	ATP-dependent DNA helicase ii, 70  kDa subunit (ku70)
TIGR03575	L-seryl-tRNA(Sec) kinase
TIGR02089	tartrate dehydrogenase
TIGR00470	O-phosphoseryl-tRNA(Cys) synthetase
TIGR02133	ribose 5-phosphate isomerase
TIGR03508	decaheme c-type cytochrome, DmsE family
TIGR02751	phosphoenolpyruvate carboxylase
TIGR03018	exopolysaccharide/PEPCTERM locus tyrosine autokinase
TIGR02521	type IV pilus biogenesis/stability protein PilW
TIGR03244	arginine N-succinyltransferase
TIGR02849	stage III sporulation protein AD
TIGR02853	dipicolinic acid synthetase, A subunit
TIGR00398	methionyl-tRNA synthetase
TIGR03028	polysaccharide export protein EpsE
TIGR02856	sporulation protein YqfC
TIGR02139	sulfate ABC transporter, permease protein CysT
TIGR03199	xanthine dehydrogenase C subunit
TIGR03804	parallel beta-helix repeat
TIGR02461	mannosyl-3-phosphoglycerate phosphatase
TIGR01628	polyadenylate binding protein, human types 1, 2, 3, 4 family
TIGR02891	cytochrome c oxidase, subunit I
TIGR03282	putative methanogenesis marker 13 metalloprotein
TIGR01918	selenoprotein B, glycine/betaine/sarcosine/D-proline reductase family
TIGR02619	putative CRISPR-associated protein, APE2256 family
TIGR02875	sporulation transcription factor Spo0A
TIGR02055	adenylylsulfate reductase, thioredoxin dependent
TIGR03694	putative PEP-CTERM/exosortase system-associated acyltransferase
TIGR02023	geranylgeranyl reductase
TIGR01457	HAD hydrolase TIGR01457
TIGR01309	ribosomal protein L30P
TIGR01723	5,10-methenyltetrahydromethanopterin hydrogenase
TIGR01573	CRISPR-associated endoribonuclease Cas2
TIGR03494	salicylate synthase
TIGR02601	autotransporter-associated beta strand repeat
TIGR00293	prefoldin, alpha subunit
TIGR00239	oxoglutarate dehydrogenase (succinyl-transferring), E1 component
TIGR01456	HAD hydrolase TIGR01456
TIGR02204	ABC transporter, permease/ATP-binding protein
TIGR00794	potassium uptake protein
TIGR01419	PTS IIA-like nitrogen-regulatory protein PtsN
TIGR01384	transcription factor S
TIGR02696	guanosine pentaphosphate synthetase I/polyribonucleotide nucleotidyltransferase
TIGR03624	putative hydrolase
TIGR02225	tyrosine recombinase XerD
TIGR01313	carbohydrate kinase, thermoresistant glucokinase family
TIGR03590	pseudaminic acid biosynthesis-associated protein PseG
TIGR00240	aspartate carbamoyltransferase, regulatory subunit
TIGR02154	phosphate regulon transcriptional regulatory protein PhoB
TIGR01772	malate dehydrogenase, NAD-dependent
TIGR00258	inosine/xanthosine triphosphatase
TIGR01559	farnesyl-diphosphate farnesyltransferase
TIGR03641	CRISPR-associated endonuclease Cas1, HMARI/TNEAP subtype
TIGR02092	glucose-1-phosphate adenylyltransferase, GlgD subunit
TIGR01540	phage portal protein, PBSX family
TIGR00507	shikimate 5-dehydrogenase
TIGR00841	bile acid transporter
TIGR03060	photosystem II biogenesis protein Psp29
TIGR03777	Rickettsial palindromic element RPE4 domain
TIGR03281	putative methanogenesis marker protein 12
TIGR02973	periplasmic nitrate reductase, NapE protein
TIGR01396	flagellar basal-body rod protein FlgB
TIGR03786	streptococcal pilin isopeptide linkage domain
TIGR00839	aspartate ammonia-lyase
TIGR02993	ectoine utilization protein EutD
TIGR00879	MFS transporter, sugar porter (SP) family
TIGR01641	phage putative head morphogenesis protein, SPP1 gp7 family
TIGR01261	histidinol-phosphatase
TIGR00129	formate dehydrogenase family accessory protein FdhD
TIGR00970	2-isopropylmalate synthase
TIGR02291	alpha-L-glutamate ligase homolog
TIGR02361	dihydroxyacetone kinase
TIGR02652	conserved hypothetical protein TIGR02652
TIGR03489	CRISPR-associated protein, Csp1 family
TIGR00331	heat-inducible transcription repressor HrcA
TIGR01335	photosystem I core protein PsaA
TIGR03779	Bacteroides conjugative transposon TraM protein
TIGR02708	L-lactate oxidase
TIGR00270	conserved hypothetical protein TIGR00270
TIGR03200	6-oxocyclohex-1-ene-1-carbonyl-CoA hydrolase
TIGR02669	SpoIID/LytB domain
TIGR02442	cobaltochelatase subunit
TIGR01103	flagellar biosynthetic protein FliP
TIGR02350	chaperone protein DnaK
TIGR02729	Obg family GTPase CgtA
TIGR01695	integral membrane protein MviN
TIGR02735	phosphoribosylaminoimidazole-succinocarboxamide synthase
TIGR02141	molybdate ABC transporter, permease protein
TIGR03366	putative phosphonate catabolism associated alcohol dehydrogenase
TIGR01093	3-dehydroquinate dehydratase, type I
TIGR01467	precorrin-2 C20-methyltransferase
TIGR02081	methionine biosynthesis protein MetW
TIGR03851	carbohydrate ABC transporter,  N-acetylglucosamine/diacetylchitobiose-binding protein
TIGR01012	ribosomal protein S2
TIGR03759	integrating conjugative element protein, PFL_4693 family
TIGR00886	nitrite transporter
TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
TIGR01530	NAD nucleotidase
TIGR02983	RNA polymerase sigma-70 factor, sigma-E family
TIGR01153	photosystem II 44 kDa subunit reaction center protein
TIGR02351	thiazole biosynthesis protein ThiH
TIGR00761	acetylglutamate kinase
TIGR00523	translation initiation factor eIF-1A
TIGR00068	lactoylglutathione lyase
TIGR03050	photosystem I reaction center PsaK
TIGR00189	acyl-CoA thioesterase II
TIGR03194	4-hydroxybenzoyl-CoA reductase, alpha subunit
TIGR00008	translation initiation factor IF-1
TIGR03052	photosystem I reaction center subunit VIII
TIGR03247	glucarate dehydratase
TIGR02157	phenylacetate-CoA oxygenase, PaaH subunit
TIGR02506	ribonucleoside-diphosphate reductase, alpha subunit
TIGR01578	MiaB-like tRNA modifying enzyme, archaeal-type
TIGR01891	amidohydrolase
TIGR02763	scaffolding protein
TIGR02419	phage/conjugal plasmid C-4 type zinc finger protein, TraR family
TIGR01900	succinyl-diaminopimelate desuccinylase
TIGR03470	hopanoid biosynthesis associated radical SAM protein HpnH
TIGR03167	tRNA 2-selenouridine synthase
TIGR00394	PTS system, lactose-specific IIC component
TIGR03238	dnd system-associated protein 3
TIGR00694	hydroxyethylthiazole kinase
TIGR02989	RNA polymerase sigma-70 factor, Rhodopirellula/Verrucomicrobium family
TIGR00519	L-asparaginases, type I
TIGR03654	ribosomal protein L6
TIGR00835	amino acid carrier protein
TIGR03578	conserved hypothetical protein EF_0831/AHA_3912
TIGR01692	3-hydroxyisobutyrate dehydrogenase
TIGR01180	putative alpha-1,2-mannosidase
TIGR02803	TonB system transport protein ExbD
TIGR01591	formate dehydrogenase, alpha subunit
TIGR01285	nitrogenase molybdenum-iron cofactor biosynthesis protein NifN
TIGR03141	heme exporter protein CcmD
TIGR00810	preprotein translocase, SecG subunit
TIGR00148	UbiD family decarboxylases
TIGR03412	FeS assembly protein IscX
TIGR01788	glutamate decarboxylase
TIGR02342	T-complex protein 1, delta subunit
TIGR02625	L-rhamnose 1-epimerase
TIGR03540	LL-diaminopimelate aminotransferase
TIGR01617	transcriptional regulator, Spx/MgsR family
TIGR00234	tyrosyl-tRNA synthetase
TIGR02495	anaerobic ribonucleoside-triphosphate reductase activating protein
TIGR02190	Glutaredoxin-family domain
TIGR02317	methylisocitrate lyase
TIGR01111	tetrahydromethanopterin S-methyltransferase, subunit A
TIGR00557	4-hydroxythreonine-4-phosphate dehydrogenase
TIGR03136	Na+-transporting malonate decarboxylase, carboxybiotin decarboxylase subunit
TIGR02580	CRISPR-associated RAMP protein, Cmr4 family
TIGR02522	pilus (Caulobacter type) biogenesis lipoprotein CpaD
TIGR00724	biotin-dependent carboxylase uncharacterized domain
TIGR02452	conserved hypothetical protein TIGR02452
TIGR00030	ribosomal protein S21
TIGR03249	5-dehydro-4-deoxyglucarate dehydratase
TIGR02323	phosphonate C-P lyase system protein PhnK
TIGR00790	formate/nitrite transporter
TIGR03422	frataxin
TIGR02784	double-strand break repair helicase AddA
TIGR03289	coenzyme F420 hydrogenase, subunit beta
TIGR03582	PRD domain protein EF_0829/AHA_3910
TIGR03207	cyclohexanecarboxyl-CoA dehydrogenase
TIGR00195	exodeoxyribonuclease III
TIGR00422	valyl-tRNA synthetase
TIGR01626	conserved hypothetical protein YtfJ-family, TIGR01626
TIGR02902	ATP-dependent protease LonB
TIGR01241	ATP-dependent metallopeptidase HflB
TIGR02201	putative lipopolysaccharide heptosyltransferase III
