PFAM_ACC	PFAM_Name	PFAM_desc
pfam09118	DUF1929	Domain of unknown function (DUF1929)
pfam13325	MCRS_N	N-terminal region of micro-spherule protein
pfam00264	Tyrosinase	Common central domain of tyrosinase
pfam00218	IGPS	Indole-3-glycerol phosphate synthase
pfam05195	AMP_N	Aminopeptidase P, N-terminal domain
pfam02258	SLT_beta	Shiga-like toxin beta subunit
pfam07738	Sad1_UNC	Sad1 / UNC-like C-terminal
pfam09162	Tap-RNA_bind	Tap, RNA-binding
pfam01351	RNase_HII	Ribonuclease HII
pfam00050	Kazal_1	Kazal-type serine protease inhibitor domain
pfam12136	RNA_pol_Rpo13	RNA polymerase Rpo13 subunit HTH domain
pfam16992	RNA_pol_RpbG	DNA-directed RNA polymerase, subunit G
pfam01478	Peptidase_A24	Type IV leader peptidase family
pfam06847	Arc_PepC_II	Archaeal Peptidase A24 C-terminus Type II
pfam02661	Fic	Fic/DOC family
pfam08423	Rad51	Rad51
pfam03595	SLAC1	Voltage-dependent anion channel
pfam16750	HK_sensor	Sensor domain of 2-component histidine kinase
pfam08915	tRNA-Thr_ED	Archaea-specific editing domain of threonyl-tRNA synthetase
pfam07559	FlaE	Flagellar basal body protein FlaE
pfam01081	Aldolase	KDPG and KHG aldolase
pfam01070	FMN_dh	FMN-dependent dehydrogenase
pfam03551	PadR	Transcriptional regulator PadR-like family
pfam00193	Xlink	Extracellular link domain
pfam02135	zf-TAZ	TAZ zinc finger
pfam12162	STAT1_TAZ2bind	STAT1 TAZ2 binding domain
pfam02975	Me-amine-dh_L	Methylamine dehydrogenase, L chain
pfam06433	Me-amine-dh_H	Methylamine dehydrogenase heavy chain (MADH)
pfam00868	Transglut_N	Transglutaminase family
pfam01841	Transglut_core	Transglutaminase-like superfamily
pfam00927	Transglut_C	Transglutaminase family, C-terminal ig like domain
pfam01085	HH_signal	Hedgehog amino-terminal signalling domain
pfam07995	GSDH	Glucose / Sorbosone dehydrogenase
pfam03414	Glyco_transf_6	Glycosyltransferase family 6
pfam03403	PAF-AH_p_II	Platelet-activating factor acetylhydrolase, isoform II
pfam05356	Phage_Coat_B	Phage Coat protein B
pfam07994	NAD_binding_5	Myo-inositol-1-phosphate synthase
pfam01658	Inos-1-P_synth	Myo-inositol-1-phosphate synthase
pfam05053	Menin	Menin
pfam03828	PAP_assoc	Cid1 family poly A polymerase
pfam02579	Nitro_FeMo-Co	Dinitrogenase iron-molybdenum cofactor
pfam03783	CsgG	Curli production assembly/transport component CsgG
pfam13516	LRR_6	Leucine Rich repeat
pfam01640	Peptidase_C10	Peptidase C10 family
pfam13435	Cytochrome_C554	Cytochrome c554 and c-prime
pfam01270	Glyco_hydro_8	Glycosyl hydrolases family 8
pfam01259	SAICAR_synt	SAICAR synthetase
pfam01376	Enterotoxin_b	Heat-labile enterotoxin beta chain
pfam01425	Amidase	Amidase
pfam02545	Maf	Maf-like protein
pfam01421	Reprolysin	Reprolysin (M12B) family zinc metalloprotease
pfam00278	Orn_DAP_Arg_deC	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
pfam02784	Orn_Arg_deC_N	Pyridoxal-dependent decarboxylase, pyridoxal binding domain
pfam09208	Endonuc-MspI	Restriction endonuclease MspI
pfam04703	FaeA	FaeA-like protein
pfam04197	Birna_RdRp	Birnavirus RNA dependent RNA polymerase (VP1)
pfam00169	PH	PH domain
pfam07737	ATLF	Anthrax toxin lethal factor, N- and C-terminal domain
pfam09156	Anthrax-tox_M	Anthrax toxin lethal factor, middle domain
pfam09383	NIL	NIL domain
pfam04879	Molybdop_Fe4S4	Molybdopterin oxidoreductase Fe4S4 domain
pfam01568	Molydop_binding	Molydopterin dinucleotide binding domain
pfam09166	Biliv-reduc_cat	Biliverdin reductase, catalytic
pfam16518	GrlR	T3SS negative regulator,GrlR
pfam07180	CaiF_GrlA	CaiF/GrlA transcriptional regulator
pfam01177	Asp_Glu_race	Asp/Glu/Hydantoin racemase
pfam13412	HTH_24	Winged helix-turn-helix DNA-binding
pfam01037	AsnC_trans_reg	Lrp/AsnC ligand binding domain
pfam00982	Glyco_transf_20	Glycosyltransferase family 20
pfam01322	Cytochrom_C_2	Cytochrome C'
pfam13691	Lactamase_B_4	tRNase Z endonuclease
pfam05375	Pacifastin_I	Pacifastin inhibitor (LCMII)
pfam13457	SH3_8	SH3-like domain
pfam14859	Colicin_M	Colicin M
pfam07527	Hairy_orange	Hairy Orange
pfam16892	CHS5_N	Chitin biosynthesis protein CHS5 N-terminus
pfam09295	ChAPs	ChAPs (Chs5p-Arf1p-binding proteins)
pfam08446	PAS_2	PAS fold
pfam01590	GAF	GAF domain
pfam00360	PHY	Phytochrome region
pfam13426	PAS_9	PAS domain
pfam07529	HSA	HSA
pfam13410	GST_C_2	Glutathione S-transferase, C-terminal domain
pfam12804	NTP_transf_3	MobA-like NTP transferase domain
pfam12706	Lactamase_B_2	Beta-lactamase superfamily domain
pfam02424	ApbE	ApbE family
pfam16416	GUN4_N	ARM-like repeat domain, GUN4-N terminal
pfam05419	GUN4	GUN4-like
pfam00014	Kunitz_BPTI	Kunitz/Bovine pancreatic trypsin inhibitor domain
pfam16579	AdenylateSensor	Adenylate sensor of SNF1-like protein kinase
pfam04739	AMPKBI	5'-AMP-activated protein kinase beta subunit, interaction domain
pfam13199	Glyco_hydro_66	Glycosyl hydrolase family 66
pfam02462	Opacity	Opacity family porin protein
pfam11266	Ald_deCOase	Long-chain fatty aldehyde decarbonylase
pfam00340	IL1	Interleukin-1 / 18
pfam12265	CAF1C_H4-bd	Histone-binding protein RBBP4 or subunit C of CAF1 complex
pfam00483	NTP_transferase	Nucleotidyl transferase
pfam06917	Pectate_lyase_2	Periplasmic pectate lyase
pfam02595	Gly_kinase	Glycerate kinase family
pfam01074	Glyco_hydro_38	Glycosyl hydrolases family 38 N-terminal domain
pfam09261	Alpha-mann_mid	Alpha mannosidase middle domain
pfam07748	Glyco_hydro_38C	Glycosyl hydrolases family 38 C-terminal domain
pfam09145	Ubiq-assoc	Ubiquitin-associated
pfam02481	DNA_processg_A	DNA recombination-mediator protein A
pfam00659	POLO_box	POLO box duplicated region
pfam09891	DUF2118	Uncharacterized protein conserved in archaea (DUF2118)
pfam00025	Arf	ADP-ribosylation factor family
pfam01928	CYTH	CYTH domain
pfam09936	Methyltrn_RNA_4	SAM-dependent RNA methyltransferase
pfam08242	Methyltransf_12	Methyltransferase domain
pfam08360	TetR_C_5	QacR-like protein, C-terminal region
pfam02145	Rap_GAP	Rap/ran-GAP
pfam00342	PGI	Phosphoglucose isomerase
pfam05175	MTS	Methyltransferase small domain
pfam02089	Palm_thioest	Palmitoyl protein thioesterase
pfam03588	Leu_Phe_trans	Leucyl/phenylalanyl-tRNA protein transferase
pfam11551	Omp28	Outer membrane protein Omp28
pfam01150	GDA1_CD39	GDA1/CD39 (nucleoside phosphatase) family
pfam00245	Alk_phosphatase	Alkaline phosphatase
pfam14506	CppA_N	CppA N-terminal
pfam14507	CppA_C	CppA C-terminal
pfam02765	POT1	Telomeric single stranded DNA binding POT1/CDC13
pfam07404	TEBP_beta	Telomere-binding protein beta subunit (TEBP beta)
pfam13450	NAD_binding_8	NAD(P)-binding Rossmann-like domain
pfam09000	Cytotoxic	Cytotoxic
pfam01850	PIN	PIN domain
pfam01208	URO-D	Uroporphyrinogen decarboxylase (URO-D)
pfam00754	F5_F8_type_C	F5/8 type C domain
pfam06971	Put_DNA-bind_N	Putative DNA-binding protein N-terminus
pfam05881	CNPase	2',3'-cyclic nucleotide 3'-phosphodiesterase (CNP or CNPase)
pfam06938	DUF1285	Protein of unknown function (DUF1285)
pfam04951	Peptidase_M55	D-aminopeptidase
pfam03447	NAD_binding_3	Homoserine dehydrogenase, NAD binding domain
pfam01958	DUF108	Domain of unknown function DUF108
pfam16576	HlyD_D23	Barrel-sandwich domain of CusB or HlyD membrane-fusion
pfam00529	HlyD	HlyD membrane-fusion protein of T1SS
pfam00640	PID	Phosphotyrosine interaction domain (PTB/PID)
pfam10515	APP_amyloid	beta-amyloid precursor protein C-terminus
pfam02217	T_Ag_DNA_bind	Origin of replication binding protein
pfam16516	CC2-LZ	Leucine zipper of domain CC2 of NEMO, NF-kappa-B essential modulator
pfam00701	DHDPS	Dihydrodipicolinate synthetase family
pfam12213	Dpoe2NT	DNA polymerases epsilon N terminal
pfam02621	VitK2_biosynth	Menaquinone biosynthesis
pfam03548	LolA	Outer membrane lipoprotein carrier protein LolA
pfam11896	DUF3416	Domain of unknown function (DUF3416)
pfam00713	Hirudin	Hirudin
pfam03358	FMN_red	NADPH-dependent FMN reductase
pfam01278	Omptin	Omptin family
pfam01111	CKS	Cyclin-dependent kinase regulatory subunit
pfam04744	Monooxygenase_B	Monooxygenase subunit B protein
pfam02461	AMO	Ammonia monooxygenase
pfam04896	AmoC	Ammonia monooxygenase/methane monooxygenase, subunit C
pfam04928	PAP_central	Poly(A) polymerase central domain
pfam04926	PAP_RNA-bind	Poly(A) polymerase predicted RNA binding domain
pfam03100	CcmE	CcmE
pfam04316	FlgM	Anti-sigma-28 factor, FlgM
pfam07689	KaiB	KaiB domain
pfam14534	DUF4440	Domain of unknown function (DUF4440)
pfam04115	Ureidogly_lyase	Ureidoglycolate lyase
pfam00385	Chromo	Chromo (CHRromatin Organisation MOdifier) domain
pfam00031	Cystatin	Cystatin domain
pfam14031	D-ser_dehydrat	Putative serine dehydratase domain
pfam00224	PK	Pyruvate kinase, barrel domain
pfam02887	PK_C	Pyruvate kinase, alpha/beta domain
pfam07496	zf-CW	CW-type Zinc Finger
pfam06436	Pneumovirus_M2	Pneumovirus matrix protein 2 (M2)
pfam02933	CDC48_2	Cell division protein 48 (CDC48), domain 2
pfam00351	Biopterin_H	Biopterin-dependent aromatic amino acid hydroxylase
pfam13472	Lipase_GDSL_2	GDSL-like Lipase/Acylhydrolase family
pfam00582	Usp	Universal stress protein family
pfam02623	FliW	FliW protein
pfam00280	potato_inhibit	Potato inhibitor I family
pfam13473	Cupredoxin_1	Cupredoxin-like domain
pfam00740	Parvo_coat	Parvovirus coat protein VP2
pfam01244	Peptidase_M19	Membrane dipeptidase (Peptidase family M19)
pfam10480	ICAP-1_inte_bdg	Beta-1 integrin binding protein
pfam16705	NUDIX_5	NUDIX, or N-terminal NPxY motif-rich,  region of KRIT
pfam03592	Terminase_2	Terminase small subunit
pfam08241	Methyltransf_11	Methyltransferase domain
pfam12437	GSIII_N	Glutamine synthetase type III N terminal
pfam00120	Gln-synt_C	Glutamine synthetase, catalytic domain
pfam00295	Glyco_hydro_28	Glycosyl hydrolases family 28
pfam05472	Ter	DNA replication terminus site-binding protein (Ter protein)
pfam00038	Filament	Intermediate filament protein
pfam16984	Grp7_allergen	Group 7 allergen
pfam08082	PRO8NT	PRO8NT (NUC069), PrP8 N-terminal domain
pfam08083	PROCN	PROCN (NUC071) domain
pfam10598	RRM_4	RNA recognition motif of the spliceosomal PrP8
pfam10597	U5_2-snRNA_bdg	U5-snRNA binding site 2 of PrP8
pfam10596	U6-snRNA_bdg	U6-snRNA interacting domain of PrP8
pfam12134	PRP8_domainIV	PRP8 domain IV core
pfam02731	SKIP_SNW	SKIP/SNW domain
pfam16131	Torus	Torus domain
pfam04889	Cwf_Cwc_15	Cwf15/Cwc15 cell cycle control protein
pfam01125	G10	G10 protein
pfam02847	MA3	MA3 domain
pfam02184	HAT	HAT (Half-A-TPR) repeat
pfam04502	DUF572	Family of unknown function (DUF572)
pfam16004	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component N-terminus
pfam03764	EFG_IV	Elongation factor G, domain IV
pfam00679	EFG_C	Elongation factor G C-terminus
pfam10197	Cir_N	N-terminal domain of CBF1 interacting co-repressor CIR
pfam06246	Isy1	Isy1-like splicing family
pfam08231	SYF2	SYF2 splicing factor
pfam08606	Prp19	Prp19/Pso4-like
pfam01423	LSM	LSM domain
pfam13893	RRM_5	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
pfam14580	LRR_9	Leucine-rich repeat
pfam13532	2OG-FeII_Oxy_2	2OG-Fe(II) oxygenase superfamily
pfam13384	HTH_23	Homeodomain-like domain
pfam13476	AAA_23	AAA domain
pfam16555	GramPos_pilinD1	Gram-positive pilin subunit D1, N-terminal
pfam16569	GramPos_pilinBB	Gram-positive pilin backbone subunit 2, Cna-B-like domain
pfam16570	GramPos_pilinD3	Gram-positive pilin backbone subunit 3, Cna-B-like domain
pfam13923	zf-C3HC4_2	Zinc finger, C3HC4 type (RING finger)
pfam13667	ThiC-associated	ThiC-associated domain
pfam01964	ThiC_Rad_SAM	Radical SAM ThiC family
pfam04126	Cyclophil_like	Cyclophilin-like
pfam08724	Rep_N	Rep protein catalytic domain like
pfam02230	Abhydrolase_2	Phospholipase/Carboxylesterase
pfam03071	GNT-I	GNT-I family
pfam00801	PKD	PKD domain
pfam04095	NAPRTase	Nicotinate phosphoribosyltransferase (NAPRTase) family
pfam00667	FAD_binding_1	FAD binding domain
pfam04818	CTD_bind	RNA polymerase II-binding domain.
pfam12242	Eno-Rase_NADH_b	NAD(P)H binding domain of trans-2-enoyl-CoA reductase
pfam12241	Enoyl_reductase	Trans-2-enoyl-CoA reductase catalytic region
pfam07055	Eno-Rase_FAD_bd	Enoyl reductase FAD binding domain
pfam00534	Glycos_transf_1	Glycosyl transferases group 1
pfam07991	IlvN	Acetohydroxy acid isomeroreductase, NADPH-binding domain
pfam01450	IlvC	Acetohydroxy acid isomeroreductase, catalytic domain
pfam08442	ATP-grasp_2	ATP-grasp domain
pfam00999	Na_H_Exchanger	Sodium/hydrogen exchanger family
pfam01323	DSBA	DSBA-like thioredoxin domain
pfam00541	Adeno_knob	Adenoviral fibre protein (knob domain)
pfam02719	Polysacc_synt_2	Polysaccharide biosynthesis protein
pfam04379	DUF525	ApaG domain
pfam16347	DUF4976	Domain of unknown function (DUF4976)
pfam16969	SRP68	RNA-binding signal recognition particle 68
pfam00044	Gp_dh_N	Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain
pfam02800	Gp_dh_C	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain
pfam01743	PolyA_pol	Poly A polymerase head domain
pfam12627	PolyA_pol_RNAbd	Probable RNA and SrmB- binding site of polymerase A
pfam12626	PolyA_pol_arg_C	Polymerase A arginine-rich C-terminus
pfam16848	SoDot-IcmSS	Substrate of the Dot/Icm secretion system, putative
pfam02277	DBI_PRT	Phosphoribosyltransferase
pfam00685	Sulfotransfer_1	Sulfotransferase domain
pfam00462	Glutaredoxin	Glutaredoxin
pfam08084	PROCT	PROCT (NUC072) domain
pfam03388	Lectin_leg-like	Legume-like lectin family
pfam01230	HIT	HIT domain
pfam00936	BMC	BMC domain
pfam01288	HPPK	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)
pfam00447	HSF_DNA-bind	HSF-type DNA-binding
pfam00365	PFK	Phosphofructokinase
pfam00090	TSP_1	Thrombospondin type 1 domain
pfam03958	Secretin_N	Bacterial type II/III secretion system short domain
pfam00263	Secretin	Bacterial type II and III secretion system protein
pfam00325	Crp	Bacterial regulatory proteins, crp family
pfam11522	Pik1	Yeast phosphatidylinositol-4-OH kinase Pik1
pfam01694	Rhomboid	Rhomboid family
pfam08857	ParBc_2	Putative ParB-like nuclease
pfam07977	FabA	FabA-like domain
pfam09080	K-cyclin_vir_C	K cyclin, C terminal
pfam02543	Carbam_trans_N	Carbamoyltransferase N-terminus
pfam16861	Carbam_trans_C	Carbamoyltransferase C-terminus
pfam09122	DUF1930	Domain of unknown function (DUF1930)
pfam05257	CHAP	CHAP domain
pfam03738	GSP_synth	Glutathionylspermidine synthase preATP-grasp
pfam00676	E1_dh	Dehydrogenase E1 component
pfam02779	Transket_pyr	Transketolase, pyrimidine binding domain
pfam02780	Transketolase_C	Transketolase, C-terminal domain
pfam01532	Glyco_hydro_47	Glycosyl hydrolase family 47
pfam00871	Acetate_kinase	Acetokinase family
pfam00926	DHBP_synthase	3,4-dihydroxy-2-butanone 4-phosphate synthase
pfam13306	LRR_5	Leucine rich repeats (6 copies)
pfam11921	DUF3439	Domain of unknown function (DUF3439)
pfam03932	CutC	CutC family
pfam00902	TatC	Sec-independent protein translocase protein (TatC)
pfam00870	P53	P53 DNA-binding domain
pfam02627	CMD	Carboxymuconolactone decarboxylase family
pfam13365	Trypsin_2	Trypsin-like peptidase domain
pfam13180	PDZ_2	PDZ domain
pfam06351	Allene_ox_cyc	Allene oxide cyclase
pfam01939	NucS	Endonuclease NucS
pfam05995	CDO_I	Cysteine dioxygenase type I
pfam01325	Fe_dep_repress	Iron dependent repressor, N-terminal DNA binding domain
pfam02742	Fe_dep_repr_C	Iron dependent repressor, metal binding and dimerisation domain
pfam00142	Fer4_NifH	4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family
pfam08369	PCP_red	Proto-chlorophyllide reductase 57 kD subunit
pfam14566	PTPlike_phytase	Inositol hexakisphosphate
pfam00772	DnaB	DnaB-like helicase N terminal domain
pfam03796	DnaB_C	DnaB-like helicase C terminal domain
pfam00290	Trp_syntA	Tryptophan synthase alpha chain
pfam03045	DAN	DAN domain
pfam00909	Ammonium_transp	Ammonium Transporter Family
pfam00543	P-II	Nitrogen regulatory protein P-II
pfam13995	YebF	YebF-like protein
pfam01124	MAPEG	MAPEG family
pfam00961	LAGLIDADG_1	LAGLIDADG endonuclease
pfam08145	BOP1NT	BOP1NT (NUC169) domain
pfam13959	DUF4217	Domain of unknown function (DUF4217)
pfam03657	UPF0113	Uncharacterised protein family (UPF0113)
pfam08155	NOGCT	NOGCT (NUC087) domain
pfam06732	Pescadillo_N	Pescadillo N-terminus
pfam16589	BRCT_2	BRCT domain, a BRCA1 C-terminus domain
pfam08701	GN3L_Grn1	GNL3L/Grn1 putative GTPase
pfam10338	DUF2423	Protein of unknown function (DUF2423)
pfam09420	Nop16	Ribosome biogenesis protein Nop16
pfam11861	DUF3381	Domain of unknown function (DUF3381)
pfam07780	Spb1_C	Spb1 C-terminal domain
pfam07540	NOC3p	Nucleolar complex-associated protein
pfam03914	CBF	CBF/Mak21 family
pfam05890	Ebp2	Eukaryotic rRNA processing protein EBP2
pfam04874	Mak16	Mak16 protein C-terminal region
pfam05997	Nop52	Nucleolar protein,Nop52
pfam01877	RNA_binding	RNA binding
pfam06936	Selenoprotein_S	Selenoprotein S (SelS)
pfam05181	XPA_C	XPA protein C-terminus
pfam03702	AnmK	Anhydro-N-acetylmuramic acid kinase
pfam14938	SNAP	Soluble NSF attachment protein, SNAP
pfam00835	SNAP-25	SNAP-25 family
pfam00459	Inositol_P	Inositol monophosphatase family
pfam00362	Integrin_beta	Integrin beta chain VWA domain
pfam04030	ALO	D-arabinono-1,4-lactone oxidase
pfam08448	PAS_4	PAS fold
pfam04183	IucA_IucC	IucA / IucC family
pfam06276	FhuF	Ferric iron reductase FhuF-like transporter
pfam11091	T4_tail_cap	Tail-tube assembly protein
pfam11246	Phage_gp53	Base plate wedge protein 53
pfam06714	Gp5_OB	Gp5 N-terminal OB domain
pfam06715	Gp5_C	Gp5 C-terminal repeat (3 copies)
pfam09097	Phage-tail_1	Baseplate structural protein, domain 1
pfam09096	Phage-tail_2	Baseplate structural protein, domain 2
pfam05488	PAAR_motif	PAAR motif
pfam09215	Phage-Gp8	Bacteriophage T4, Gp8
pfam07880	T4_gp9_10	Bacteriophage T4 gp9/10-like protein
pfam08677	GP11	GP11 baseplate wedge protein
pfam09089	gp12-short_mid	Phage short tail fibre protein gp12, middle domain
pfam07484	Collar	Phage Tail Collar Domain
pfam14928	S_tail_recep_bd	Short tail fibre protein receptor-binding domain
pfam04965	GPW_gp25	Gene 25-like lysozyme
pfam04514	BTV_NS2	Bluetongue virus non-structural protein NS2
pfam11572	DUF3234	Protein of unknown function (DUF3234)
pfam12160	Fibrinogen_aC	Fibrinogen alpha C domain
pfam00727	IL4	Interleukin 4
pfam09409	PUB	PUB domain
pfam01204	Trehalase	Trehalase
pfam12918	TcdB_N	TcdB toxin N-terminal helical domain
pfam12919	TcdA_TcdB	TcdA/TcdB catalytic glycosyltransferase domain
pfam07925	RdRP_5	Reovirus RNA-dependent RNA polymerase lambda 3
pfam02341	RcbX	RbcX protein
pfam01380	SIS	SIS domain
pfam13500	AAA_26	AAA domain
pfam05424	Duffy_binding	Duffy binding domain
pfam03011	PFEMP	PFEMP DBL domain
pfam04695	Pex14_N	Peroxisomal membrane anchor protein (Pex14p) conserved region
pfam01123	Stap_Strp_toxin	Staphylococcal/Streptococcal toxin, OB-fold domain
pfam09154	DUF1939	Domain of unknown function (DUF1939)
pfam01416	PseudoU_synth_1	tRNA pseudouridine synthase
pfam00484	Pro_CA	Carbonic anhydrase
pfam11580	DUF3239	Protein of unknown function (DUF3239)
pfam17297	PEPCK_N	Phosphoenolpyruvate carboxykinase N-terminal domain
pfam00821	PEPCK_C	Phosphoenolpyruvate carboxykinase C-terminal P-loop domain
pfam05524	PEP-utilisers_N	PEP-utilising enzyme, N-terminal
pfam00391	PEP-utilizers	PEP-utilising enzyme, mobile domain
pfam02896	PEP-utilizers_C	PEP-utilising enzyme, TIM barrel domain
pfam00349	Hexokinase_1	Hexokinase
pfam03727	Hexokinase_2	Hexokinase
pfam00857	Isochorismatase	Isochorismatase family
pfam00734	CBM_1	Fungal cellulose binding domain
pfam03014	SP2	Structural protein 2
pfam02525	Flavodoxin_2	Flavodoxin-like fold
pfam00797	Acetyltransf_2	N-acetyltransferase
pfam02310	B12-binding	B12 binding domain
pfam03308	ArgK	ArgK protein
pfam01642	MM_CoA_mutase	Methylmalonyl-CoA mutase
pfam02796	HTH_7	Helix-turn-helix domain of resolvase
pfam06451	Moricin	Moricin
pfam00465	Fe-ADH	Iron-containing alcohol dehydrogenase
pfam01761	DHQ_synthase	3-dehydroquinate synthase
pfam14203	TTRAP	Putative tranposon-transfer assisting protein
pfam00046	Homeobox	Homeobox domain
pfam14508	GH97_N	Glycosyl-hydrolase 97 N-terminal
pfam10566	Glyco_hydro_97	Glycoside hydrolase 97
pfam14509	GH97_C	Glycosyl-hydrolase 97 C-terminal, oligomerisation
pfam00680	RdRP_1	RNA dependent RNA polymerase
pfam01358	PARP_regulatory	Poly A polymerase regulatory subunit
pfam01821	ANATO	Anaphylotoxin-like domain
pfam01329	Pterin_4a	Pterin 4 alpha carbinolamine dehydratase
pfam05923	APC_r	APC repeat
pfam01534	Frizzled	Frizzled/Smoothened family membrane region
pfam16451	Spike_NTD	Spike glycoprotein N-terminal domain
pfam08712	Nfu_N	Scaffold protein Nfu/NifU N terminal
pfam00491	Arginase	Arginase family
pfam02274	Amidinotransf	Amidinotransferase
